provincia ;canton;Edad;personas_por_edad
Total Nacional;Nacional;Nacional;16.938.986
Total Nacional;Nacional;De 0-4;1.293.325
Total Nacional;Nacional;De 5-9;1.412.087
Total Nacional;Nacional;De 10-14;1.607.577
Total Nacional;Nacional;De 15-19;1.533.824
Total Nacional;Nacional;De 20-24;1.495.912
Total Nacional;Nacional;De 25-29;1.347.168
Total Nacional;Nacional;De 30-34;1.243.063
Total Nacional;Nacional;De 35-39;1.173.922
Total Nacional;Nacional;De 40-44;1.112.429
Total Nacional;Nacional;De 45-49;951.536
Total Nacional;Nacional;De 50-54;860.590
Total Nacional;Nacional;De 55-59;752.046
Total Nacional;Nacional;De 60-64;634.917
Total Nacional;Nacional;De 65-69;516.770
Total Nacional;Nacional;De 70-74;380.529
Total Nacional;Nacional;De 75-79;271.820
Total Nacional;Nacional;De 80-84;178.073
Total Nacional;Nacional;85 o más;173.398
Azuay;Total Azuay;Total Azuay;801.609
Azuay;Total Azuay;De 0-4;54.110
Azuay;Total Azuay;De 5-9;66.035
Azuay;Total Azuay;De 10-14;71.876
Azuay;Total Azuay;De 15-19;71.444
Azuay;Total Azuay;De 20-24;71.192
Azuay;Total Azuay;De 25-29;64.283
Azuay;Total Azuay;De 30-34;60.276
Azuay;Total Azuay;De 35-39;57.703
Azuay;Total Azuay;De 40-44;51.875
Azuay;Total Azuay;De 45-49;43.196
Azuay;Total Azuay;De 50-54;39.725
Azuay;Total Azuay;De 55-59;34.529
Azuay;Total Azuay;De 60-64;30.365
Azuay;Total Azuay;De 65-69;25.486
Azuay;Total Azuay;De 70-74;20.324
Azuay;Total Azuay;De 75-79;16.039
Azuay;Total Azuay;De 80-84;11.407
Azuay;Total Azuay;85 o más;11.744
Azuay;Cuenca;Total Cuenca;596.101
Azuay;Cuenca;De 0-4;37.739
Azuay;Cuenca;De 5-9;47.891
Azuay;Cuenca;De 10-14;51.642
Azuay;Cuenca;De 15-19;51.327
Azuay;Cuenca;De 20-24;53.853
Azuay;Cuenca;De 25-29;49.556
Azuay;Cuenca;De 30-34;46.763
Azuay;Cuenca;De 35-39;44.980
Azuay;Cuenca;De 40-44;40.488
Azuay;Cuenca;De 45-49;33.404
Azuay;Cuenca;De 50-54;30.242
Azuay;Cuenca;De 55-59;26.159
Azuay;Cuenca;De 60-64;22.597
Azuay;Cuenca;De 65-69;18.701
Azuay;Cuenca;De 70-74;14.421
Azuay;Cuenca;De 75-79;11.062
Azuay;Cuenca;De 80-84;7.557
Azuay;Cuenca;85 o más;7.719
Azuay;Cuenca;Total Cuenca;361.524
Azuay;Cuenca;De 0-4;20.477
Azuay;Cuenca;De 5-9;26.807
Azuay;Cuenca;De 10-14;28.787
Azuay;Cuenca;De 15-19;29.159
Azuay;Cuenca;De 20-24;32.976
Azuay;Cuenca;De 25-29;31.257
Azuay;Cuenca;De 30-34;28.919
Azuay;Cuenca;De 35-39;27.844
Azuay;Cuenca;De 40-44;25.045
Azuay;Cuenca;De 45-49;21.147
Azuay;Cuenca;De 50-54;19.327
Azuay;Cuenca;De 55-59;17.057
Azuay;Cuenca;De 60-64;14.910
Azuay;Cuenca;De 65-69;12.385
Azuay;Cuenca;De 70-74;9.327
Azuay;Cuenca;De 75-79;6.828
Azuay;Cuenca;De 80-84;4.540
Azuay;Cuenca;85 o más;4.732
Azuay;Cuenca;Total Baños;21.797
Azuay;Cuenca;De 0-4;1.752
Azuay;Cuenca;De 5-9;2.043
Azuay;Cuenca;De 10-14;2.086
Azuay;Cuenca;De 15-19;2.047
Azuay;Cuenca;De 20-24;2.016
Azuay;Cuenca;De 25-29;1.800
Azuay;Cuenca;De 30-34;1.769
Azuay;Cuenca;De 35-39;1.549
Azuay;Cuenca;De 40-44;1.368
Azuay;Cuenca;De 45-49;1.106
Azuay;Cuenca;De 50-54;1.035
Azuay;Cuenca;De 55-59;890
Azuay;Cuenca;De 60-64;624
Azuay;Cuenca;De 65-69;563
Azuay;Cuenca;De 70-74;406
Azuay;Cuenca;De 75-79;302
Azuay;Cuenca;De 80-84;215
Azuay;Cuenca;85 o más;226
Azuay;Cuenca;Total Cumbe;6.455
Azuay;Cuenca;De 0-4;465
Azuay;Cuenca;De 5-9;580
Azuay;Cuenca;De 10-14;656
Azuay;Cuenca;De 15-19;584
Azuay;Cuenca;De 20-24;554
Azuay;Cuenca;De 25-29;489
Azuay;Cuenca;De 30-34;450
Azuay;Cuenca;De 35-39;442
Azuay;Cuenca;De 40-44;320
Azuay;Cuenca;De 45-49;280
Azuay;Cuenca;De 50-54;281
Azuay;Cuenca;De 55-59;260
Azuay;Cuenca;De 60-64;281
Azuay;Cuenca;De 65-69;198
Azuay;Cuenca;De 70-74;201
Azuay;Cuenca;De 75-79;169
Azuay;Cuenca;De 80-84;116
Azuay;Cuenca;85 o más;129
Azuay;Cuenca;Total Chaucha;1.721
Azuay;Cuenca;De 0-4;134
Azuay;Cuenca;De 5-9;177
Azuay;Cuenca;De 10-14;181
Azuay;Cuenca;De 15-19;194
Azuay;Cuenca;De 20-24;112
Azuay;Cuenca;De 25-29;119
Azuay;Cuenca;De 30-34;100
Azuay;Cuenca;De 35-39;111
Azuay;Cuenca;De 40-44;85
Azuay;Cuenca;De 45-49;78
Azuay;Cuenca;De 50-54;64
Azuay;Cuenca;De 55-59;65
Azuay;Cuenca;De 60-64;65
Azuay;Cuenca;De 65-69;88
Azuay;Cuenca;De 70-74;57
Azuay;Cuenca;De 75-79;39
Azuay;Cuenca;De 80-84;32
Azuay;Cuenca;85 o más;20
Azuay;Cuenca;Total Checa;3.204
Azuay;Cuenca;De 0-4;189
Azuay;Cuenca;De 5-9;244
Azuay;Cuenca;De 10-14;303
Azuay;Cuenca;De 15-19;309
Azuay;Cuenca;De 20-24;246
Azuay;Cuenca;De 25-29;202
Azuay;Cuenca;De 30-34;198
Azuay;Cuenca;De 35-39;204
Azuay;Cuenca;De 40-44;193
Azuay;Cuenca;De 45-49;179
Azuay;Cuenca;De 50-54;181
Azuay;Cuenca;De 55-59;123
Azuay;Cuenca;De 60-64;123
Azuay;Cuenca;De 65-69;141
Azuay;Cuenca;De 70-74;110
Azuay;Cuenca;De 75-79;114
Azuay;Cuenca;De 80-84;65
Azuay;Cuenca;85 o más;80
Azuay;Cuenca;Total Chiquintad;5.738
Azuay;Cuenca;De 0-4;365
Azuay;Cuenca;De 5-9;488
Azuay;Cuenca;De 10-14;525
Azuay;Cuenca;De 15-19;539
Azuay;Cuenca;De 20-24;501
Azuay;Cuenca;De 25-29;464
Azuay;Cuenca;De 30-34;398
Azuay;Cuenca;De 35-39;415
Azuay;Cuenca;De 40-44;388
Azuay;Cuenca;De 45-49;309
Azuay;Cuenca;De 50-54;244
Azuay;Cuenca;De 55-59;207
Azuay;Cuenca;De 60-64;202
Azuay;Cuenca;De 65-69;185
Azuay;Cuenca;De 70-74;151
Azuay;Cuenca;De 75-79;159
Azuay;Cuenca;De 80-84;106
Azuay;Cuenca;85 o más;92
Azuay;Cuenca;Total Llacao;7.468
Azuay;Cuenca;De 0-4;524
Azuay;Cuenca;De 5-9;696
Azuay;Cuenca;De 10-14;757
Azuay;Cuenca;De 15-19;651
Azuay;Cuenca;De 20-24;624
Azuay;Cuenca;De 25-29;555
Azuay;Cuenca;De 30-34;599
Azuay;Cuenca;De 35-39;531
Azuay;Cuenca;De 40-44;493
Azuay;Cuenca;De 45-49;410
Azuay;Cuenca;De 50-54;344
Azuay;Cuenca;De 55-59;323
Azuay;Cuenca;De 60-64;247
Azuay;Cuenca;De 65-69;206
Azuay;Cuenca;De 70-74;166
Azuay;Cuenca;De 75-79;143
Azuay;Cuenca;De 80-84;97
Azuay;Cuenca;85 o más;102
Azuay;Cuenca;Total Molleturo;6.882
Azuay;Cuenca;De 0-4;596
Azuay;Cuenca;De 5-9;669
Azuay;Cuenca;De 10-14;869
Azuay;Cuenca;De 15-19;778
Azuay;Cuenca;De 20-24;560
Azuay;Cuenca;De 25-29;434
Azuay;Cuenca;De 30-34;401
Azuay;Cuenca;De 35-39;395
Azuay;Cuenca;De 40-44;367
Azuay;Cuenca;De 45-49;295
Azuay;Cuenca;De 50-54;304
Azuay;Cuenca;De 55-59;273
Azuay;Cuenca;De 60-64;238
Azuay;Cuenca;De 65-69;191
Azuay;Cuenca;De 70-74;189
Azuay;Cuenca;De 75-79;140
Azuay;Cuenca;De 80-84;99
Azuay;Cuenca;85 o más;84
Azuay;Cuenca;Total Nulti;6.707
Azuay;Cuenca;De 0-4;427
Azuay;Cuenca;De 5-9;558
Azuay;Cuenca;De 10-14;667
Azuay;Cuenca;De 15-19;610
Azuay;Cuenca;De 20-24;626
Azuay;Cuenca;De 25-29;457
Azuay;Cuenca;De 30-34;496
Azuay;Cuenca;De 35-39;545
Azuay;Cuenca;De 40-44;488
Azuay;Cuenca;De 45-49;400
Azuay;Cuenca;De 50-54;353
Azuay;Cuenca;De 55-59;268
Azuay;Cuenca;De 60-64;217
Azuay;Cuenca;De 65-69;175
Azuay;Cuenca;De 70-74;128
Azuay;Cuenca;De 75-79;110
Azuay;Cuenca;De 80-84;90
Azuay;Cuenca;85 o más;92
Azuay;Cuenca;Total Octavio Cordero Palacios;2.516
Azuay;Cuenca;De 0-4;168
Azuay;Cuenca;De 5-9;215
Azuay;Cuenca;De 10-14;241
Azuay;Cuenca;De 15-19;200
Azuay;Cuenca;De 20-24;210
Azuay;Cuenca;De 25-29;148
Azuay;Cuenca;De 30-34;165
Azuay;Cuenca;De 35-39;163
Azuay;Cuenca;De 40-44;134
Azuay;Cuenca;De 45-49;122
Azuay;Cuenca;De 50-54;106
Azuay;Cuenca;De 55-59;90
Azuay;Cuenca;De 60-64;114
Azuay;Cuenca;De 65-69;108
Azuay;Cuenca;De 70-74;87
Azuay;Cuenca;De 75-79;95
Azuay;Cuenca;De 80-84;71
Azuay;Cuenca;85 o más;79
Azuay;Cuenca;Total Paccha;8.497
Azuay;Cuenca;De 0-4;579
Azuay;Cuenca;De 5-9;736
Azuay;Cuenca;De 10-14;761
Azuay;Cuenca;De 15-19;785
Azuay;Cuenca;De 20-24;747
Azuay;Cuenca;De 25-29;684
Azuay;Cuenca;De 30-34;698
Azuay;Cuenca;De 35-39;602
Azuay;Cuenca;De 40-44;564
Azuay;Cuenca;De 45-49;454
Azuay;Cuenca;De 50-54;385
Azuay;Cuenca;De 55-59;335
Azuay;Cuenca;De 60-64;295
Azuay;Cuenca;De 65-69;243
Azuay;Cuenca;De 70-74;188
Azuay;Cuenca;De 75-79;163
Azuay;Cuenca;De 80-84;146
Azuay;Cuenca;85 o más;132
Azuay;Cuenca;Total Quingeo;7.318
Azuay;Cuenca;De 0-4;705
Azuay;Cuenca;De 5-9;773
Azuay;Cuenca;De 10-14;838
Azuay;Cuenca;De 15-19;861
Azuay;Cuenca;De 20-24;726
Azuay;Cuenca;De 25-29;412
Azuay;Cuenca;De 30-34;345
Azuay;Cuenca;De 35-39;398
Azuay;Cuenca;De 40-44;390
Azuay;Cuenca;De 45-49;325
Azuay;Cuenca;De 50-54;291
Azuay;Cuenca;De 55-59;206
Azuay;Cuenca;De 60-64;225
Azuay;Cuenca;De 65-69;204
Azuay;Cuenca;De 70-74;194
Azuay;Cuenca;De 75-79;197
Azuay;Cuenca;De 80-84;116
Azuay;Cuenca;85 o más;112
Azuay;Cuenca;Total Ricaurte;26.919
Azuay;Cuenca;De 0-4;1.856
Azuay;Cuenca;De 5-9;2.409
Azuay;Cuenca;De 10-14;2.577
Azuay;Cuenca;De 15-19;2.465
Azuay;Cuenca;De 20-24;2.353
Azuay;Cuenca;De 25-29;2.070
Azuay;Cuenca;De 30-34;2.060
Azuay;Cuenca;De 35-39;2.228
Azuay;Cuenca;De 40-44;2.026
Azuay;Cuenca;De 45-49;1.566
Azuay;Cuenca;De 50-54;1.322
Azuay;Cuenca;De 55-59;1.090
Azuay;Cuenca;De 60-64;850
Azuay;Cuenca;De 65-69;666
Azuay;Cuenca;De 70-74;483
Azuay;Cuenca;De 75-79;396
Azuay;Cuenca;De 80-84;248
Azuay;Cuenca;85 o más;254
Azuay;Cuenca;Total San Joaquín;10.728
Azuay;Cuenca;De 0-4;791
Azuay;Cuenca;De 5-9;953
Azuay;Cuenca;De 10-14;1.120
Azuay;Cuenca;De 15-19;1.064
Azuay;Cuenca;De 20-24;1.004
Azuay;Cuenca;De 25-29;872
Azuay;Cuenca;De 30-34;809
Azuay;Cuenca;De 35-39;770
Azuay;Cuenca;De 40-44;684
Azuay;Cuenca;De 45-49;571
Azuay;Cuenca;De 50-54;493
Azuay;Cuenca;De 55-59;453
Azuay;Cuenca;De 60-64;332
Azuay;Cuenca;De 65-69;278
Azuay;Cuenca;De 70-74;194
Azuay;Cuenca;De 75-79;125
Azuay;Cuenca;De 80-84;110
Azuay;Cuenca;85 o más;105
Azuay;Cuenca;Total Santa Ana;7.027
Azuay;Cuenca;De 0-4;519
Azuay;Cuenca;De 5-9;634
Azuay;Cuenca;De 10-14;652
Azuay;Cuenca;De 15-19;714
Azuay;Cuenca;De 20-24;630
Azuay;Cuenca;De 25-29;553
Azuay;Cuenca;De 30-34;520
Azuay;Cuenca;De 35-39;470
Azuay;Cuenca;De 40-44;391
Azuay;Cuenca;De 45-49;330
Azuay;Cuenca;De 50-54;287
Azuay;Cuenca;De 55-59;254
Azuay;Cuenca;De 60-64;284
Azuay;Cuenca;De 65-69;225
Azuay;Cuenca;De 70-74;198
Azuay;Cuenca;De 75-79;142
Azuay;Cuenca;De 80-84;120
Azuay;Cuenca;85 o más;104
Azuay;Cuenca;Total Sayausí;10.352
Azuay;Cuenca;De 0-4;749
Azuay;Cuenca;De 5-9;967
Azuay;Cuenca;De 10-14;1.105
Azuay;Cuenca;De 15-19;1.035
Azuay;Cuenca;De 20-24;979
Azuay;Cuenca;De 25-29;903
Azuay;Cuenca;De 30-34;803
Azuay;Cuenca;De 35-39;751
Azuay;Cuenca;De 40-44;707
Azuay;Cuenca;De 45-49;510
Azuay;Cuenca;De 50-54;491
Azuay;Cuenca;De 55-59;369
Azuay;Cuenca;De 60-64;297
Azuay;Cuenca;De 65-69;227
Azuay;Cuenca;De 70-74;164
Azuay;Cuenca;De 75-79;131
Azuay;Cuenca;De 80-84;98
Azuay;Cuenca;85 o más;66
Azuay;Cuenca;Total Sidcay;5.039
Azuay;Cuenca;De 0-4;334
Azuay;Cuenca;De 5-9;418
Azuay;Cuenca;De 10-14;493
Azuay;Cuenca;De 15-19;465
Azuay;Cuenca;De 20-24;322
Azuay;Cuenca;De 25-29;302
Azuay;Cuenca;De 30-34;395
Azuay;Cuenca;De 35-39;434
Azuay;Cuenca;De 40-44;357
Azuay;Cuenca;De 45-49;241
Azuay;Cuenca;De 50-54;222
Azuay;Cuenca;De 55-59;203
Azuay;Cuenca;De 60-64;186
Azuay;Cuenca;De 65-69;167
Azuay;Cuenca;De 70-74;156
Azuay;Cuenca;De 75-79;144
Azuay;Cuenca;De 80-84;98
Azuay;Cuenca;85 o más;102
Azuay;Cuenca;Total Sinincay;26.725
Azuay;Cuenca;De 0-4;2.050
Azuay;Cuenca;De 5-9;2.396
Azuay;Cuenca;De 10-14;2.652
Azuay;Cuenca;De 15-19;2.529
Azuay;Cuenca;De 20-24;2.379
Azuay;Cuenca;De 25-29;2.069
Azuay;Cuenca;De 30-34;2.121
Azuay;Cuenca;De 35-39;1.963
Azuay;Cuenca;De 40-44;1.822
Azuay;Cuenca;De 45-49;1.429
Azuay;Cuenca;De 50-54;1.268
Azuay;Cuenca;De 55-59;965
Azuay;Cuenca;De 60-64;867
Azuay;Cuenca;De 65-69;623
Azuay;Cuenca;De 70-74;534
Azuay;Cuenca;De 75-79;450
Azuay;Cuenca;De 80-84;309
Azuay;Cuenca;85 o más;299
Azuay;Cuenca;Total Tarqui;14.144
Azuay;Cuenca;De 0-4;1.080
Azuay;Cuenca;De 5-9;1.326
Azuay;Cuenca;De 10-14;1.372
Azuay;Cuenca;De 15-19;1.247
Azuay;Cuenca;De 20-24;1.258
Azuay;Cuenca;De 25-29;1.198
Azuay;Cuenca;De 30-34;1.151
Azuay;Cuenca;De 35-39;1.050
Azuay;Cuenca;De 40-44;811
Azuay;Cuenca;De 45-49;640
Azuay;Cuenca;De 50-54;586
Azuay;Cuenca;De 55-59;555
Azuay;Cuenca;De 60-64;491
Azuay;Cuenca;De 65-69;389
Azuay;Cuenca;De 70-74;333
Azuay;Cuenca;De 75-79;259
Azuay;Cuenca;De 80-84;188
Azuay;Cuenca;85 o más;210
Azuay;Cuenca;Total Turi;13.901
Azuay;Cuenca;De 0-4;1.023
Azuay;Cuenca;De 5-9;1.117
Azuay;Cuenca;De 10-14;1.258
Azuay;Cuenca;De 15-19;1.315
Azuay;Cuenca;De 20-24;1.314
Azuay;Cuenca;De 25-29;1.306
Azuay;Cuenca;De 30-34;1.245
Azuay;Cuenca;De 35-39;1.099
Azuay;Cuenca;De 40-44;1.017
Azuay;Cuenca;De 45-49;738
Azuay;Cuenca;De 50-54;589
Azuay;Cuenca;De 55-59;455
Azuay;Cuenca;De 60-64;421
Azuay;Cuenca;De 65-69;330
Azuay;Cuenca;De 70-74;216
Azuay;Cuenca;De 75-79;179
Azuay;Cuenca;De 80-84;146
Azuay;Cuenca;85 o más;133
Azuay;Cuenca;Total Valle;34.785
Azuay;Cuenca;De 0-4;2.421
Azuay;Cuenca;De 5-9;3.047
Azuay;Cuenca;De 10-14;3.082
Azuay;Cuenca;De 15-19;3.156
Azuay;Cuenca;De 20-24;3.191
Azuay;Cuenca;De 25-29;2.745
Azuay;Cuenca;De 30-34;2.658
Azuay;Cuenca;De 35-39;2.587
Azuay;Cuenca;De 40-44;2.494
Azuay;Cuenca;De 45-49;1.997
Azuay;Cuenca;De 50-54;1.773
Azuay;Cuenca;De 55-59;1.438
Azuay;Cuenca;De 60-64;1.104
Azuay;Cuenca;De 65-69;884
Azuay;Cuenca;De 70-74;754
Azuay;Cuenca;De 75-79;603
Azuay;Cuenca;De 80-84;418
Azuay;Cuenca;85 o más;433
Azuay;Cuenca;Total Victoria del Portete;6.654
Azuay;Cuenca;De 0-4;535
Azuay;Cuenca;De 5-9;638
Azuay;Cuenca;De 10-14;660
Azuay;Cuenca;De 15-19;620
Azuay;Cuenca;De 20-24;525
Azuay;Cuenca;De 25-29;517
Azuay;Cuenca;De 30-34;463
Azuay;Cuenca;De 35-39;429
Azuay;Cuenca;De 40-44;344
Azuay;Cuenca;De 45-49;277
Azuay;Cuenca;De 50-54;296
Azuay;Cuenca;De 55-59;280
Azuay;Cuenca;De 60-64;224
Azuay;Cuenca;De 65-69;225
Azuay;Cuenca;De 70-74;185
Azuay;Cuenca;De 75-79;174
Azuay;Cuenca;De 80-84;129
Azuay;Cuenca;85 o más;133
Azuay;Girón;Total Girón;12.182
Azuay;Girón;De 0-4;840
Azuay;Girón;De 5-9;1.046
Azuay;Girón;De 10-14;1.207
Azuay;Girón;De 15-19;1.142
Azuay;Girón;De 20-24;962
Azuay;Girón;De 25-29;748
Azuay;Girón;De 30-34;786
Azuay;Girón;De 35-39;823
Azuay;Girón;De 40-44;684
Azuay;Girón;De 45-49;578
Azuay;Girón;De 50-54;534
Azuay;Girón;De 55-59;462
Azuay;Girón;De 60-64;541
Azuay;Girón;De 65-69;475
Azuay;Girón;De 70-74;400
Azuay;Girón;De 75-79;384
Azuay;Girón;De 80-84;303
Azuay;Girón;85 o más;267
Azuay;Girón;Total Girón;8.441
Azuay;Girón;De 0-4;585
Azuay;Girón;De 5-9;747
Azuay;Girón;De 10-14;838
Azuay;Girón;De 15-19;820
Azuay;Girón;De 20-24;690
Azuay;Girón;De 25-29;526
Azuay;Girón;De 30-34;584
Azuay;Girón;De 35-39;595
Azuay;Girón;De 40-44;457
Azuay;Girón;De 45-49;376
Azuay;Girón;De 50-54;357
Azuay;Girón;De 55-59;317
Azuay;Girón;De 60-64;348
Azuay;Girón;De 65-69;296
Azuay;Girón;De 70-74;256
Azuay;Girón;De 75-79;255
Azuay;Girón;De 80-84;208
Azuay;Girón;85 o más;186
Azuay;Girón;Total La Asunción;2.683
Azuay;Girón;De 0-4;166
Azuay;Girón;De 5-9;200
Azuay;Girón;De 10-14;254
Azuay;Girón;De 15-19;222
Azuay;Girón;De 20-24;174
Azuay;Girón;De 25-29;160
Azuay;Girón;De 30-34;146
Azuay;Girón;De 35-39;166
Azuay;Girón;De 40-44;161
Azuay;Girón;De 45-49;145
Azuay;Girón;De 50-54;135
Azuay;Girón;De 55-59;109
Azuay;Girón;De 60-64;150
Azuay;Girón;De 65-69;139
Azuay;Girón;De 70-74;117
Azuay;Girón;De 75-79;103
Azuay;Girón;De 80-84;73
Azuay;Girón;85 o más;63
Azuay;Girón;Total San Gerardo;1.058
Azuay;Girón;De 0-4;89
Azuay;Girón;De 5-9;99
Azuay;Girón;De 10-14;115
Azuay;Girón;De 15-19;100
Azuay;Girón;De 20-24;98
Azuay;Girón;De 25-29;62
Azuay;Girón;De 30-34;56
Azuay;Girón;De 35-39;62
Azuay;Girón;De 40-44;66
Azuay;Girón;De 45-49;57
Azuay;Girón;De 50-54;42
Azuay;Girón;De 55-59;36
Azuay;Girón;De 60-64;43
Azuay;Girón;De 65-69;40
Azuay;Girón;De 70-74;27
Azuay;Girón;De 75-79;26
Azuay;Girón;De 80-84;22
Azuay;Girón;85 o más;18
Azuay;Gualaceo;Total Gualaceo;43.188
Azuay;Gualaceo;De 0-4;3.533
Azuay;Gualaceo;De 5-9;4.071
Azuay;Gualaceo;De 10-14;4.247
Azuay;Gualaceo;De 15-19;4.251
Azuay;Gualaceo;De 20-24;3.690
Azuay;Gualaceo;De 25-29;3.280
Azuay;Gualaceo;De 30-34;2.868
Azuay;Gualaceo;De 35-39;2.658
Azuay;Gualaceo;De 40-44;2.277
Azuay;Gualaceo;De 45-49;1.902
Azuay;Gualaceo;De 50-54;1.861
Azuay;Gualaceo;De 55-59;1.704
Azuay;Gualaceo;De 60-64;1.544
Azuay;Gualaceo;De 65-69;1.432
Azuay;Gualaceo;De 70-74;1.243
Azuay;Gualaceo;De 75-79;1.009
Azuay;Gualaceo;De 80-84;780
Azuay;Gualaceo;85 o más;838
Azuay;Gualaceo;Total Gualaceo;22.019
Azuay;Gualaceo;De 0-4;1.713
Azuay;Gualaceo;De 5-9;2.104
Azuay;Gualaceo;De 10-14;2.142
Azuay;Gualaceo;De 15-19;2.052
Azuay;Gualaceo;De 20-24;1.786
Azuay;Gualaceo;De 25-29;1.663
Azuay;Gualaceo;De 30-34;1.622
Azuay;Gualaceo;De 35-39;1.569
Azuay;Gualaceo;De 40-44;1.277
Azuay;Gualaceo;De 45-49;998
Azuay;Gualaceo;De 50-54;972
Azuay;Gualaceo;De 55-59;836
Azuay;Gualaceo;De 60-64;764
Azuay;Gualaceo;De 65-69;705
Azuay;Gualaceo;De 70-74;612
Azuay;Gualaceo;De 75-79;482
Azuay;Gualaceo;De 80-84;359
Azuay;Gualaceo;85 o más;363
Azuay;Gualaceo;Total Daniel Córdova Toral;1.552
Azuay;Gualaceo;De 0-4;111
Azuay;Gualaceo;De 5-9;109
Azuay;Gualaceo;De 10-14;145
Azuay;Gualaceo;De 15-19;99
Azuay;Gualaceo;De 20-24;121
Azuay;Gualaceo;De 25-29;130
Azuay;Gualaceo;De 30-34;112
Azuay;Gualaceo;De 35-39;97
Azuay;Gualaceo;De 40-44;69
Azuay;Gualaceo;De 45-49;63
Azuay;Gualaceo;De 50-54;67
Azuay;Gualaceo;De 55-59;61
Azuay;Gualaceo;De 60-64;57
Azuay;Gualaceo;De 65-69;82
Azuay;Gualaceo;De 70-74;68
Azuay;Gualaceo;De 75-79;51
Azuay;Gualaceo;De 80-84;47
Azuay;Gualaceo;85 o más;63
Azuay;Gualaceo;Total Jadán;4.581
Azuay;Gualaceo;De 0-4;436
Azuay;Gualaceo;De 5-9;447
Azuay;Gualaceo;De 10-14;437
Azuay;Gualaceo;De 15-19;509
Azuay;Gualaceo;De 20-24;450
Azuay;Gualaceo;De 25-29;352
Azuay;Gualaceo;De 30-34;261
Azuay;Gualaceo;De 35-39;228
Azuay;Gualaceo;De 40-44;223
Azuay;Gualaceo;De 45-49;181
Azuay;Gualaceo;De 50-54;186
Azuay;Gualaceo;De 55-59;173
Azuay;Gualaceo;De 60-64;146
Azuay;Gualaceo;De 65-69;153
Azuay;Gualaceo;De 70-74;137
Azuay;Gualaceo;De 75-79;92
Azuay;Gualaceo;De 80-84;88
Azuay;Gualaceo;85 o más;82
Azuay;Gualaceo;Total Mariano Moreno;2.513
Azuay;Gualaceo;De 0-4;191
Azuay;Gualaceo;De 5-9;237
Azuay;Gualaceo;De 10-14;264
Azuay;Gualaceo;De 15-19;227
Azuay;Gualaceo;De 20-24;172
Azuay;Gualaceo;De 25-29;203
Azuay;Gualaceo;De 30-34;165
Azuay;Gualaceo;De 35-39;128
Azuay;Gualaceo;De 40-44;136
Azuay;Gualaceo;De 45-49;109
Azuay;Gualaceo;De 50-54;106
Azuay;Gualaceo;De 55-59;122
Azuay;Gualaceo;De 60-64;126
Azuay;Gualaceo;De 65-69;84
Azuay;Gualaceo;De 70-74;73
Azuay;Gualaceo;De 75-79;57
Azuay;Gualaceo;De 80-84;54
Azuay;Gualaceo;85 o más;59
Azuay;Gualaceo;Total Remigio Crespo Toral;1.380
Azuay;Gualaceo;De 0-4;104
Azuay;Gualaceo;De 5-9;87
Azuay;Gualaceo;De 10-14;115
Azuay;Gualaceo;De 15-19;109
Azuay;Gualaceo;De 20-24;129
Azuay;Gualaceo;De 25-29;98
Azuay;Gualaceo;De 30-34;86
Azuay;Gualaceo;De 35-39;75
Azuay;Gualaceo;De 40-44;62
Azuay;Gualaceo;De 45-49;80
Azuay;Gualaceo;De 50-54;72
Azuay;Gualaceo;De 55-59;80
Azuay;Gualaceo;De 60-64;73
Azuay;Gualaceo;De 65-69;51
Azuay;Gualaceo;De 70-74;48
Azuay;Gualaceo;De 75-79;44
Azuay;Gualaceo;De 80-84;35
Azuay;Gualaceo;85 o más;32
Azuay;Gualaceo;Total San Juan;4.696
Azuay;Gualaceo;De 0-4;449
Azuay;Gualaceo;De 5-9;478
Azuay;Gualaceo;De 10-14;541
Azuay;Gualaceo;De 15-19;577
Azuay;Gualaceo;De 20-24;464
Azuay;Gualaceo;De 25-29;317
Azuay;Gualaceo;De 30-34;229
Azuay;Gualaceo;De 35-39;206
Azuay;Gualaceo;De 40-44;176
Azuay;Gualaceo;De 45-49;170
Azuay;Gualaceo;De 50-54;188
Azuay;Gualaceo;De 55-59;177
Azuay;Gualaceo;De 60-64;165
Azuay;Gualaceo;De 65-69;167
Azuay;Gualaceo;De 70-74;112
Azuay;Gualaceo;De 75-79;110
Azuay;Gualaceo;De 80-84;76
Azuay;Gualaceo;85 o más;94
Azuay;Gualaceo;Total Zhidmad;3.045
Azuay;Gualaceo;De 0-4;255
Azuay;Gualaceo;De 5-9;306
Azuay;Gualaceo;De 10-14;302
Azuay;Gualaceo;De 15-19;351
Azuay;Gualaceo;De 20-24;285
Azuay;Gualaceo;De 25-29;244
Azuay;Gualaceo;De 30-34;161
Azuay;Gualaceo;De 35-39;169
Azuay;Gualaceo;De 40-44;160
Azuay;Gualaceo;De 45-49;144
Azuay;Gualaceo;De 50-54;129
Azuay;Gualaceo;De 55-59;117
Azuay;Gualaceo;De 60-64;80
Azuay;Gualaceo;De 65-69;82
Azuay;Gualaceo;De 70-74;77
Azuay;Gualaceo;De 75-79;72
Azuay;Gualaceo;De 80-84;49
Azuay;Gualaceo;85 o más;62
Azuay;Gualaceo;Total Luis Cordero Vega;2.670
Azuay;Gualaceo;De 0-4;224
Azuay;Gualaceo;De 5-9;246
Azuay;Gualaceo;De 10-14;232
